Unidades de varias compañias de @user @user acuden accidente vial en KM 23 Ruta interamericana. Favor dar vía a Unidades  http  http,1
"@user @user Deje la bobada que ya todos sabemos quien es, antes del accidente ni idea quien era Enrrique Vives y eso que vivo en sta marta, ahora todos los medios hablan de el y su parentesco con Carlos Vives  http",0
"Abog. @user Parada  “Alex Saab está secuestrado, no está detenido legalmente, es una detención y un proceso ilegal, donde se violó el debido proceso, y se han violado sus derechos humanos, por lo tanto, se trata de un secuestro”   http #AlexPaMexico  http",1
"MÁS VIOLENCIA EN LA 251 Sicarios en motocicleta balean a un anciano y a un menor de edad, en el fracc. Paseos del Mar. Paramédicos los ingresaron al Hospital General de #Cancún, #QuintanaRoo  http",1
"#PrecauciónVial en #Guanajuato se registra cierre parcial de circulación por accidente, aproximadamente en el km 067+00 carretera (2190) San Luis Potosí-Querétaro, mismo tramo, dirección Querétaro. Atienda indicación vial.  http",1
#Carros: Oficial – Penalización de 3 puesto para Max Verstappen en Rusia por el accidente en GP de Italia  http  http,1
"Cali es una trampa en la que uno no busca los accidentes ni que lo asalten a uno, esas dos cosas lo buscan a uno. Me referiré al accidente que me encontró ahora en la noche. Un hueco en un anden de Granada en el que quedé atrapado y casi me rompe el tobillo. Av 9A N con 16 Norte.  http",1
#AHORA Un agente ministerial frustró un asalto a una Ruta 53 en la 7 Sur y la 41 Pte. Un presunto delincuente murió en el lugar y uno más fue detenido.  http,0
#Atención 🚨 | Fuerte accidente dejó un vehículo volcado en la variante Ibagué – Armenia.  👉  http  http,1
"Continua ola de violencia en zona norte de Veracruz, la medianoche del lunes asesinan a chofer para robar camión en #Tihuatlán. #LaOpiniónDePozaRica  Entérate más aquí 👇👇👇  http  http",0
"Antes del accidente: — ¡Vamos, Hamilton! — ¡Vamos, Verstappen! — ¡Vamos, Checo Pérez! #ItalianGP  http",0
"#Seguridad 🚨🛑 Detuvo policía municipal a dos hombres por robo a casa habitación, en #Puebla. En la acción se recuperaron computadoras portátiles, un equipo de audio, un dispositivo de comunicación móvil, entre otros artículos. Urbano| Noticias  http  http",0
Seis policías serán sancionados por su conducta durante asalto al Capitolio  http  http,0
"Robo de celulares presentó 4.472 casos, que equivale a 14,61% más que los reportados durante el mismo periodo de 2020. Este aumento se da en 19, de las 20 localidades. Aquí Chapinero también marcó el mayor incremento en toda Bogotá, con 188% más hurtos. 3/7 🧵  http",1
.@Gaes1221conas Realizó la detención de un ciudadano por el Delito de Robo agravado y porte ilícito de armas #GNBgaesbarinas #12Sep #GNB #FANB #CEOFANB #VacúnateYa #FANBEsSoberanía @user @user  @user  http,1
"La Policía de Infancia y Adolescencia y la Secretaría de Salud, llevaron a cabo una actividad con los jóvenes del municipio en el marco del Día Mundial para la Prevención del Suicidio, con el fin de generar conciencia sobre este tema. ¡Planeta Rica, adelante!  http",0
"Nuevo Accidente, carril izquierdo bloqueado en #SeDallas en la I-20 WB en JJ Lemmon Rd, deténgase y regrese el tráfico a Trinity River Brg  http",1
"Gestores de la Estación Zulia, reliazaron #PatrullaEnCasa en el barrio Altos de San Antonio, donde dan a conocer a un grupo de jóvenes las rutas y líneas de atención para casos de violencia intrafamiliar y violencia de genero 123,122,155  #YoTeCuidoMujer.  http",0
Accidente en Calz. Lázaro Cárdenas #TraficoACIRGuadalajara. Tráfico avanzando20m más lento de lo habitual.  http  http,0
Accidente 25 - Av. Eugenio Garza Sada #TodosSomosLasNoticias todavía retrasando el tráfico 22m más de lo habitual  http  http,1
Los jueces de la pelea de Yuberjen! Se roban 5 años de preparación. No tenemos quien nos defiendan ante semejante ¡Robo a puño armado...! @user @user @user @user @user @user  http,0
No me quiero imaginar a García Banchs viendo Hada por Accidente  http,0
🙆‍♂️🚨Aparatoso accidente de particulares sobre Periférico Ecológico y Valsequillo.  🚨  http,1
"A esta hora, Carlos Humberto Orozco Téllez, secretario de Salud de Manizales, participa en la jornada 'Atrévete a ser feliz', que se realiza en la UManizales como parte del Día Internacional por la Prevención del Suicidio  http",0
Accidente en Carrera 80 &gt; Sur #traficobogota. Tráfico avanzando30m más lento de lo habitual.  http  http,1
"ALERTA | Chascomús: corte total en la Ruta 2 mano a Mar del Plata por un triple choque. El accidente e involucró a un camión, una camioneta y un minibus. Hay 7 heridos, dos de ellos de gravedad.   http  http",1
"Participamos en el evento Hilando Vidas y Esperanza de @user y @user para lograr la inclusión de mecanismos de apoyo psicosocial, mejoramiento del acceso a servicios de salud mental y la búsqueda de una vida productiva y en paz para sobrevivientes de la violencia  http",0
"Captura a dos sospechosos del homicidio de una menor de cinco años de edad en Sabanalarga   Negarse a vender droga, posible móvil del atentado contra el padre de la menor de edad asesinada  Leer Más: http  http",1
"Este día el Juzgado Especializado de Instrucción C de S.S. envió a juicio a 34 sujetos acusados de Agrupaciones ilícitas, Homicidio Tentado y Extorsión, que operaban en las cercanías del Estadio Cuscatlán, en el 2018. Entre los procesados está el exfutbolista, Cristhoper Ramírez.  http",0
...@Gaes1221conas Realizó la detención de un ciudadano por el Delito de Robo agravado y porte ilícito de armas. #12Sep #GNB #FANB #CEOFANB #VacúnateYa #FANBEsSoberanía @user @user  @user  http,0
"🚨🚧Atención🚧🚨  Hace pocos minutos se presentó un intercambio de disparos en la Calle 48 con Carrera 97 en el barrio Valle del Lili en el hecho fue ultimado uno de los presuntos asaltantes, cuando intentaba cometer un robo la vía se encuentra cerrada #QuedateEnCasa #YaCelacanto  http",1
"Amadeo Peralta : ” Con nuevo código penal, los agentes involucrados en asesinato de pareja cristiana estarían enfrentando hasta 60 años de prisión” (video)    http @user @user @user @user @user @user @user  http",0
"Cada caso que una se encuentra es más desgarrador que el anterior. Cómo asesinaron a Daniel Sánchez, presuntamente miembros de la policía, no tiene ningún sentido de humanidad para quienes hayan cometido este homicidio, un nuevo falso positivo ¿quien dio la orden?  http",0
"¡Ten en cuenta! Importante que cuando manejes, no utilices el celular, evita un accidente de tránsito y una discapacidad. Por tu seguridad y la de los tuyos, recuerda ser prudente frente al volante. #FlexibilizaciónConsciente  http",0
Esta foto #EsUnaBurla con las víctimas del accidente que provocó Enrique Vives. Las chupas y lo que tiene en las manos y pies (desconozco el nombre) me las han puesto para hacerme un electrocardiograma. Es un examen que no dura más de 15 min. Pd: ¿La biblia es para dar pesar?  http,0
"Detienen y golpean a este presunto ladrón que asaltó al conductor de la Ruta 20, unidad 7, en la 18 Poniente y 17 Norte.  http",0
La Fiscalía General de Puebla confirmó la detención de cuatro personas por el accidente aéreo en el que murieron Rafael Moreno Valle y su esposa Martha Érika Alonso.  Los acusados son empleados de la empresa relacionada con el funcionamiento del helicóptero.  http,1
Accidente grave en Carrera 68 &gt; Norte Calz. Central #traficobogota. Tráfico avanzando 24m más lento de lo habitual.  http  http,1
ALERTA DE TRÁFICO: NW 47 Ave - 48 AVE a la altura de West Flagler St están actualmente cerradas en ambas direcciones mientras detectives investigan un accidente de atropello y fuga que involucró a un anciano a las 2 a.m. Evite el área y busque una ruta alternativa.  http,1
para los que dicen que no fue tan fuerte  el accidente  http,0
Accidente en Av. Ignacio L. Vallarta #TraficoACIRGuadalajara. Tráfico avanzando22m más lento de lo habitual.  http  http,1
Sigue accidente Remolque de 18 ruedas en busca de dueño. Encontrado varado en medio de la autopista 80 en dirección oeste cerca de Forney Rd a través de Mesquite #trafico #Unicaesradio  http,0
"Miles de conductores afectados por el accidente de tránsito esta tarde en la Carretera Panamericana, próximo a Felipillo vistas del tráfico en estos momentos.  http",1
Accidente grave en MEX-15 / Guadalajara - Tepic #TraficoACIRGuadalajara. Tráfico avanzando 1h 29m más lento de lo habitual.  http  http,1
"#HoyMismo #Honduras #Titulares #AlDía |Ministerio Público y ATIC ejecutan en Choluteca #OperaciónRosmery con allanamientos, capturas y aseguramientos de bienes a estructura criminales vinculada al narcotráfico.  http",0
"Un accidente de tránsito se registró en la Carretera Litoral, a la altura del caserío Sube y Baja del cantón El Cipres, en Conchagua, La Unión.  De manera preliminar, reportan dos personas fallecidas.  http",1
#ATENCION   Se presenta fatal accidente entre peatón y camión en la Av. Cra 68 con 80. Los hechos son materia de investigación.  En casa te esperan con vida  Crédito: Foto ciudadana  http,1
Estudio con 443 jóvenes de Bogotá confirmó la relación entre el padecimiento de violencia física y psicológica en la infancia con los maltratos entre pareja. El 43% manifestó ser víctima de maltrato psicológico y el 36% de físico durante la infancia.   http  http,0
🚨Tragico🚨 Una Fémina fallece en brutal accidente registrado hace algunos momentos en la colonia los Laureles de la capital.  http,1
"🚨 Emergencias en Retalhuleu 🚨  #CruzRojaGT, @user y @user cubren lo siguiente:  1) Accidente en el km176 al Pacífico, varios heridos 2) Accidente en el km180 al Pacífico 3) Ataque armado en San Sebastián, Retalhuleu  @user @user @user  http",1
"Un miliciano que participó en el asalto al Capitolio de Estados Unidos el 6 de enero se ha declarado culpable y cooperará con los investigadores contra sus camaradas extremistas, en una nueva victoria para el Departamento de Justicia  http",0
"#victimaviolenciasexual  #ResilientesenelCamino #MujeresReales En el marco de la guerra y el posconflicto,las violaciones se han convertido en un arma para atemorizar y controlar a los civiles. 19/06, Día Internacional para la eliminación de la violencia sexual en los conflictos  http",0
"A las 16 hrs se implementó un Operativo en San Salvador Torrecillas, Guanajuato donde se dio un enfrentamiento con Grupo Criminal por robo de combustible  http",0
"El Chapare es territorio libre, de lo ilegal, su jefazo  lo permite, ha hecho del narcotrafico y del crimen un arma política para encubrir sus actividades delictivas. Si se consolida la dictadura masista, serán la nueva clase dominante en Bolivia a nombre del 'proceso de cambio'  http",0
"#TraficoSV | Accidente de tránsito en carretera Troncal del Norte a la altura del kilómetro 5 1/2, provocado por una rastra, que al parecer perdió el control, impactando contra una gasolinera.  El hecho dejó dos fallecidos, un hombre y una mujer que pasaban por el lugar.  http",1
"#NotasDeImpacto Un niño de 7 años persigue desesperadamente a un ladrón que robó su perrito en Gran Bretaña. Afortunadamente, el mismo fue recuperado y devuelto a su dueño. Por el momento se desconoce si fue hallado el ladrón.  http  http",0
#AHORA  Balean a un hombre en la Calle Lázaro Cárdenas a la altura de la Recta a Cholula. Los primeros reportes indican que se trato de un robo a cuentahabiente.  Paramédicos de @user atienden al lesionado.  http,0
No confirmes con habérselos tirado tras accidente lo colocaron otra vez 👇🏻en la 7 sur.  http,1
Así fue el accidente donde murió Roberto Clemente   http  Fuente @user   #federalesdechiriqui #Chiriqui #Panama  http,0
"Este #miércoles a las 4pm en #FortalecidosEnFamilia conversaremos sobre las 'Rutas de atención ante situaciones amenazantes', entérate de:  ⭕¿Qué es una ruta de atención? ⭕¿Qué es un derecho y cuándo se ve afectado? ⭕Tipos de violencia  Nos vemos en👉 http  http",0
"A esta hora, la @user continúa las operaciones ofensivas en el corregimiento de Sabaletas, #Buenaventura,  con el fin de lograr la ubicación, captura y judicialización de los responsables del asesinato de un sujeto en esta zona del Pacífico.  👉  http  http",0
"Presidente de Haití asesinado por algún comando, en Colombia un presidente comando el asesinato de mas 70 personas en lo corrido del paro nacional. No olvidemos los falsos positivos. Fuerza Haití, sabemos que desde el terremoto no has vuelto hacer la misma nación.  http",1
@user Hol Gabriela @user yome volvi Lector por que me quede sordo a los 7 años por un accidente de buceo enuna fosa en Acapulco  http,0
Accidente grave en Calle 80 Calzada Lateral &gt; Occidente #traficobogota. Tráfico avanzando 28m más lento de lo habitual.  http  http,1
"Atención @user @user @user Robo descarado de tapas de coladeras en la Colonia Cuauhtémoc, las transportan a plena luz del día en carretillas.  http",1
#CamionetaEnLlamas   Una camioneta se incendió en la Colonia Tabachines en el municipio de Zapopan después de un accidente. @user #𝙍𝙚𝙥𝙤𝙧𝙩𝙚𝘾𝙞𝙪𝙙𝙖𝙙𝙖𝙣𝙤𝙉𝙤𝙩𝙞𝙘𝙞𝙖𝙨  http,1
"El PRM debe revisar sus criterios de selección de dirigentes y candidatos.  La cantidad de personas vinculadas al narcotráfico que son o han sido candidatos o dirigentes PRM, demuestra que no son casos aislados, es un problema sistémico, que tampoco es de ahora. #SeDesplomoelPRM  http",0
"#FuerzaJoven 👊 Te invitamos este viernes a que seas parte del Taller: Cómo Sanar la Violencia, impartido por la Psicóloga María Elena Ibarra. 💆🏻‍♂️💆🏻‍♀️ Reserva tu lugar y ven al Centro Fuerza Joven.  http",0
El Modelo de Resiliencia Comunitaria para la Reconstrucción del Tejido Social #MOREC busca atender las causas estructurales de la violencia. Están coordinados sociedad y gobierno y busca abonar a la construcción de una cultura de paz y bienestar en el país.  http,0
Coche chocó contra camión !!  Aparatoso accidente tuvo lugar está tarde en la carretera México #Laredo a la altura de la comunidad Santa Bárbara del municipio de #Aquismón cuando un coche color gris impactó a un camión abarrotero y cayó por un desnivel.  http,1
#PereiraEnVivoNoticias  Se registró #Accidente de tránsito en la Av. Sur con calle 25.  http,1
Ésta imagen del accidente entre Verstappen y Hamilton es la más grande prueba de que la implementación del halo ha sido una de las innovaciones en seguridad más importantes de la F1 #ItaliaGP   (Foto: Andrej Isakovic/Getty Images)  http,1
"#Sincelejo #Córdoba Dos personas fallecen en siniestro vial.   El grave accidente de tránsito se registró, la madrugada del miércoles 15 de septiembre,  en el municipio cordobés de Chinú, a la altura de Bleo Verdinal  http  http",1
Hazlo Por ti y por todas...  ⚠️Es importante⚠️  1.Mantente alerta a las señales de violencia  2.Llama a la línea de emergencia 9-1-1 o usa la aplicación Mujeres Seguras  3.Denuncia ante el Ministerio Público.  @user @user  http,0
"#ÚltimaHora Llega al CERESO “la gaviota”, por robar y desatar balacera en el Morelos; la acusan de robo calificado y lesiones dolosas.@JLMNoticias   #LuceroÁlvarez  http",1
"Grace Kelly, la estrella que dejó Hollywood para convertirse en Princesa de Mónaco, murió en un accidente automovilístico el 14 de septiembre de 1982.  http  http",0
¿En donde se puede reportar al camión de basura que siempre hace lo que le da la gana? Va en sentido contrario en el carril de extrema derecha sobre avenida Cuauhtémoc pasando Eje 4 Xola y va a provocar un accidente. @user @user @user @user @user  http,0
Accidente en Carrera 9ª &gt; Sur #traficobogota. Tráfico avanzando23m más lento de lo habitual.  http  http,1
"Dan el último adiós en Gaira a Laura De Lima y Juan Alzate, víctimas del accidente en Santa Marta  http  http",1
#Precaución || Fuerte #accidente en la entrada de #Atlixco.  #Puebla  http,1
"#EnImágenes Se dicta una capacitación orientada a la prevención del suicidio, al personal militar orgánico del Comando Específico del Oriente, CEO, en el puesto de mando de esta unidad, ubicado en San José del #Guaviare. #Línea234  http",0
"Ayer en la protesta se unieron 2 partidos políticos para destruir propiedad pública, es un derecho expresarse pero con violencia no. A pesar de eso, el gobierno del Presidente, @user respeto las marchas, y eso es una muestra de la democracia que existe en nuestro país.  http",0
"@user (Les dejo esto por aquí ) historia de un Uruguayo  muchos no saben todo lo que uno pasa porque en las fotos siempre estamos “sonriendo” como si no pasara nada, fiestas, alcohol, mujeres, suicidio, sueños, redención.  En el 2019 puedo decir: estoy haciendo las pases con Dios 😎  http",0
"#ULTIMAHORA La @user informó sobre la captura de Jorge Isaac O. A. quien estaría relacionado con el probable homicidio de dos personas, cuyos cuerpos fueron hallados en un predio de la colonia San Damián de #Mérida  http",1
"María Isabel “N” era buscada bajo una orden de aprehensión por su participación en el homicidio a golpes a su pareja sentimental el 9 de septiembre del 2016 en Tonalá, ya se le inició un proceso legal y se le dictó un año de prisión preventiva.  http",1
Matan dos jóvenes de #LaRomana en punto de drogas del municipio Villa Hermosa / Detalles aquí  http  #homicidio #asesinato #drogas #villahermosa @user @user @user  http,1
💣 @user en diálogo con @user analizó la renuncia a disposición de los ministros y advirtió que su temor es que haya violencia: “Estamos en la antesala de un problema grave”.  ¿Qué opinás? 🤔  http,0
@user @user @user @user @user @user En un grupo de WhatsApp me comentaron que se debe a un poste caído por este accidente en Garza Sada.  http,0
La #Línea155 está habilitada para que las mujeres tengan un servicio de orientación frente a casos de violencia. #YoTeCuidoMujer  http,0
"Un accidente de tránsito en la ciudad colombiana de Santa Marta, en el norte del país, dejó seis muertos este lunes 13-S cuando un vehículo arrolló a un grupo de personas que caminaban al lado de la carretera, confirmaron autoridades locales.  http",0
Violencia imparable Ahora asesinan a médico en supuesto asalto en pleno centro de la Ciudad de Oaxaca.  http,1
"El jefe de Gobierno porteño habló luego de las PASO, donde Juntos por el Cambio salió victorioso. 👉'Basta de promover que los chicos no estén en las aulas, de no tener una decisión política clara para luchar contra el narcotráfico y la seguridad'.  http",0
"@user si sabe y está erradicando la corrupción del Magdalena y Santa Marta. Lograr desenmascarar presunto robo de $275 mil millones, es mucho, en Hacienda, Transito, Medio Ambiente, Salud, Educación, PAE e Infraestructura. Eso es: conocer el Estado Solo así se gobierna  http",0
"para quienes éramos fans de Skins:  hace unos días se reportó que la actriz Kathryn Prescott, quién interpretó a Emily en la tercera temporada sufrió un grave accidente en NY  http",1
"#PrecauciónVial en #Jalisco se registra cierre parcial de circulación por accidente, cerca del km 016+100 carretera (1310) León- Aguascalientes Ent. El Salvador, tramo El Desperdicio- Encarnación de Díaz, dirección Encarnación de Díaz. Atienda indicación vial  http",1
"Más de 200 capturas se registraron este jueves a nivel nacional, informó el ministro @user  a los detenidos se les acusa por homicidio, extorsión, agrupaciones ilícitas, proposición y conspiración en el delito de homicidio, tráfico de droga y de personas, entre otros.  http",1
#Seguridad🚨 | Recupera SSPC 4 unidades motrices con reporte de robo y se aseguraron a 17 sujetos por diversos delitos en la semana del 6 al 10 de septiembre. 13 fueron puestos a disposición del Juez calificador y 4 remitidos a la FGE.  http,0
"#Atención | Arlington Polo tiene orden de captura por el asesinato de la profesora María Angélica Polanco. La fiscalía dio orden de captura a este hombre, por el delito de feminicidio. A pesar de que la ex pareja de la docente reitera que es inocente, la fiscalía tiene pruebas.  http",0
"¿Cómo hacemos con esta generación de cristal?  O los videos juegos los influencian o ellos están atados a eso. Entonces, esto que es para educación se convierte en una arma mortal.  ¿Cómo sabe un niño planear un suicidio así?   ¿Qué pasó ahí con los padres?   ¿Cómo hacemos? 😢😦  http",0
"Oficina vs Voluntaria  Amo mi trabajo pero he disfrutado ser Voluntaria, anoche después del partido de Tigres Femenil llegamos por 6h a PCBSN y de camino a casa como civiles apoyamos en un Accidente en Mty... #NoHayEdadParaIniciar #BuscandoCapacitaciónPorRomi #Víctor3 Gracias G1  http",0
"Obtiene #FGEMich #vinculación a proceso contra presunto responsable de #robo calificado, en #Uruapan. Conoce más en ➡️  http  http",0
"Verstappen pagará penalidad de tres posiciones por accidente en Monza, detalles en Héctor J. Cruz Deportes -  http  http",1
"Consejos para conducir en EU 👉 #2: Evita el uso de alcohol o drogas Contáctame al 📞 (713) 222-2007 o al 📞 (713) 256-6092 ⏰24 horas, puedes visitarme en📍 112 W 4th St Houston, TX 77007  http",0
Accidente grave en Av. de Las Américas &gt; Occidente #traficobogota. Tráfico avanzando 20m más lento de lo habitual.  http  http,0
Accidente en Av. de Las Américas &gt; Oriente #traficobogota. Tráfico avanzando21m más lento de lo habitual.  http  http,1
"Homenaje a Carlos Gardel en aeropuerto de Medellín, sitio donde pereció el artista en accidente de aviación!!!  http",1
#paso: TERRIBLE – Kim Kardashian revela que su hijo Saint sufrió un accidente (+FOTO)  http  http,0
"El suicidio, un ‘grave’ problema de salud pública cuyas estadísticas son dramáticas  http  http",0
📍La criminalización de las víctimas y la normalización de la violencia sólo contribuyen a dividirnos como sociedad y nos vuelven más vulnerables ante tan graves hechos. #FUNDENL cuestionamos ¿qué cualidades o resultados ve @user para seguirlo manteniendo en ese puesto?  http,0
Accidente en Carrera 9ª &gt; Sur #traficobogota. Tráfico avanzando28m más lento de lo habitual.  http  http,1
"Amigos twitteros ruego de su ayuda compartiendo, ayer tuvieron un accidente mi sobrina y su esposo en Houston. El esposo murió y ella está en estado crítico en el Hospital. @user @user @user @user @user @user  http",0
"#PrecauciónVial en #Morelos se registra cierre parcial de circulación por accidente, aproximadamente en el km 070+500 autopista (1670) México-Cuernavaca (directo), mismo tramo, dirección CDMX. Atienda indicación vial.  http",0
"Que onda @user hasta cuando seguirán permitiendo esta vendimia en varias estaciones del metro, si de por sí somos un chingó de usuarios y aparte estar esquivando los puestos, haa y cuidado si por accidente le tocas la merca.😔😒!!!  #MetroCDMX  http",0
"📍En Estados Unidos, fue capturado Ángel A.A., primer Más Buscado de Tungurahua por el delito de violencia de género. Tenía notificación roja de la Interpol por violar a una menor de 14 años, a la que embarazó. Fue sentenciado a 25 años de prisión.   #ElCambioYaSeSiente  http",0
"The Salesman es una película del 2016, dirigida por el iraní  Asghar Farhadi, uLa película pone en juego temas como la violencia de genero, la justicia por mano propia y la tensión que existe sobre la autonomía de los cuerpos femeneizados La pueden ver en Mubi. 📹📹📹  http",0
Siguen investigaciones por el asesinato de un patrullero en Malambo  http  http,1
"Ella es Miriam Caballero, entraron a su estética en la colonia Progreso en #Acapulco. 😔  Me uno a pedir justicia por ella. Por favor, no compartan imágenes de su cuerpo.   Que en paz descanses 🕊️  #NiUnaMás #JusticiaParaMiriam  #Mujer #Muerte #Asesinato #Feminicidio #Guerrero  http",0
El país más corrupto de la región……….Tokischa  Hospitales públicos asqueante……..Tokischa  Número uno en accidente de tránsito….. Tokischa  Intercambios de disparos…………Tokischa  Colocación de droga por la DNCD…….. Tokischa  Préstamos al vapor en el Congreso…Tokischa  http,0
"Abatido presunto delincuente cuando hurtaba en una joyería del mercado público de Maicao  Como Fernando José García Marín, de 20 años de edad, fue identificado el presunto atracador abatido la tarde de ayer en medio de un asalto a una joyería de Maicao.  http",0
🎞 Asalto al tren del dinero 🎬 Joseph Ruben 📺 Space 🗓 13/sep. ⏰ 09:33 📽 Acción ⭐️ 5.50  http,0
Accidente grave en Paralela AP Norte &gt; Norte #traficobogota. Tráfico avanzando 25m más lento de lo habitual.  http  http,1
Accidente grave en Paralela AP Norte &gt; Norte #traficobogota. Tráfico avanzando 26m más lento de lo habitual.  http  http,1
"Centinelas del .@GNB41_CARABOBO, realizarón la aprehensión de un (01) Cddno solicitado por el delito de Violencia de Género, A/O del @user #GNB3eraD411Carabobo #GNBD411Carabobo #16Sep #GNB #CEOFANB #YoSoyFANB #SomosPuebloDePaz #GNByPuebloPatriota  http",0
"#PrecauciónVial en #SLP se registra cierre parcial de circulación por accidente, aproximadamente en el km 021+000 carretera (470) Ciudad Valles-Tampico, tramo Ciudad Valles-Tamuín. Atienda indicación vial.  http",1
Un hombre muere en accidente frente a El Huacalito en S.P.M.  http  http,1
"#Ultimo Organizaciones de Derechos Humanos en #Bolivia, denuncian el incremento de amenazas, violencia y ataques contra defensores de DD.HH. y periodistas. Exigen al Gobierno de @user 'respetar y dar garantías' a la labor que desempeñan dichas instituciones.  http",0
"#PrecauciónVial en #Zacatecas se registra cierre parcial de circulación por accidente, aproximadamente en el km 066+400 carretera (2870) Zacatecas-Durango, tramo, La Chicharrona-Durango. Atienda indicación vial.  http",1
Hombre pereció electrocutado en la lateral de la autopista  👇👇 Entérate aquí 👇👇  http  #Electrocutado #Accidente  http,0
Accidente grave en Libramiento Viaducto Elevado #PueblaTrafico. Tráfico moviéndose 9m más lento de lo normal.  http  http,1
"#PatrullaDigital  | Bus interprovinciales se chocaron en Lasso  El ECU 911 Ambato confirmó el  accidente de tránsito en el sector Lasso, perteneciente a la parroquia de Tanicuchí en Latacunga, la madrugada de este jueves, 16 de septiembre.  #Tungurahua #Cotopaxi #Latacunga 1/2  http",1
"⭕️ ATENCIÓN  Ante la acción de protección presentada por Priscila Schettini contra #LaPosta, Luis Eduardo #Vivanco respondió y justificó el trabajo periodístico, asegurando que los antecedentes de violencia del Defensor del Pueblo son relevantes  #DistritoEC #Noticias #Ecuador  http",0
"#PrecauciónVial en #Edomex se registra cierre parcial de circulación por accidente, aproximadamente en el km 046+200 autopista (1720) México-Querétaro (directo), mismo tramo, dirección CDMX. Atienda indicación vial  http",1
"Reportan accidente de tránsito (vuelco) en Macaracas, provincia de Los Santos.  El conductor del vehículo fue trasladado a un centro médico. @user #TReporta  http",1
"#AEstaHora| En El Fuerte Militar de Tolemaida, con una eucaristía en memoria de nuestros héroes caídos durante el cumplimiento de su deber, inicia la Jornada de Fortalecimiento Institucional para los soldados del Comando contra el Narcotráfico y Amenazas Transnacionales.  http",0
