"['E_cj1xiXIAApxod.jpg', 'E_cj17VWQAA9UWR.jpg', 'E_cj2FCX0AcwnH_.jpg', 'E_cj2OcWEAcjFjp.jpg']","La @PGN_PANAMA solicita colaboraciÛn para ubicar a sospechosos del homicidio de un hombre en Calidonia. Habilitaron los telÈfonos 507-2966 y 507-3487, de La SecciÛn Especializada en Homicidio/ Femicidio del µrea Metropolitana y 524-2578, de la DivisiÛn de Delitos contra la Vida.  https://t.co/5pRNExghyq"
"['E_ITNxxWYAQ2D1A.jpg', 'E_IQHrZXsAEwMoI.jpg']","Recelo del nacionalismo pero confieso que, como mexicano, ColÛn en Reforma me incomoda menos que un cementerio en #CDMX donde el gobierno de EUA honra a los invasores yanquis caÌdos en 1847. Me parece que el cementerio goza de extraterritorialidad diplom·tica ≠NO a la violencia!  https://t.co/7cyS2YSRPt"
['E_XbzujX0AIq_BA.jpg'],#Sonsonate Accidente de tr·nsito registrado en el desvÌo de Nahulingo. Mas detalles ??  https://t.co/2x8q7Tlt08  https://t.co/IcBobE5tTV
['EtFtPzhW8AEFo5g.jpg'],"Jibraham Farid, no  matÛ a su familia  Autopsia evidencia que familia encontrada sin vida en Minatitl·n, fue vÌctima de la violencia, y que el padre no se suicidÛ, fue asesinato como indicaron versiones policiacas   #Homicido #Autopsia #Minatitl·n   https://t.co/ErmcijZrLA  https://t.co/2QCFfJWhWv"
['E_PrrEzWYAcFM-S.jpg'],"Gobierno de @ivanduque quiere tapar incoherencia, desgobierno, aumento de la violencia, pobreza extrema, reformas tributarias con monedas para los visitantes 'ilustres' igual que las almendras de @JuanManSantos #gobiernodelaausteridad  https://t.co/ZWpDTytxnD"
['E_RpP2NXIAEsk1U.png'],"El Club AtlÈtico Boca Juniors aprobÛ un protocolo de prevenciÛn y acciÛn institucional para casos de discriminaciÛn, acoso y violencia por razones de gÈnero y/u orientaciÛn sexual, que se comenzar· a implementar una vez transcurridos los 120 dÌas desde su aprobaciÛn.  https://t.co/2JcagTjbve"
['E_IlQ3jXEAEF8BP.jpg'],#Vehiculos: Christian Horner: Es un accidente 50/50 entre Verstappen y Hamilton en el GP de Italia  https://t.co/Z3GUtNjhHQ  https://t.co/it87ntzc96
['E_LH-q6XEAIp9G_.jpg'],"'El 13 de septiembre de 1847, los NiÒos HÈroes nos dieron una lecciÛn de orgullo, coraje y dignidad, al resguardar el Castillo de Chapultepec frente al asalto de tropas invasoras.'  #Historia #HistoriaDeMÈxico #MÈxico #Septiembre #EfemÈrides #Cultura #SomosBIS #CulturaUTRM #UTRM  https://t.co/mTfZNhJAEc"
['E_Fa0xOXEAgy14Q.jpg']," https://t.co/WdH1mHk1rc Seg˙n el gobierno brasilero, las autoridades venezolanas 'no pueden controlar eficazmente' la violencia de bandas criminales y colectivos. Lea Expulsados por la violencia, en CrÌmenes sin Castigo.  https://t.co/blphxLHed7"
['Ey1E1BFW8AEIKBr.jpg'],"EL ASALTO A LA SOBRIEDAD EN MILENIO DIARIO DEL 12 DE ABRIL DEL 2021  Carlos MarÌn, sin respeto alguno para la audiencia entrevista a Javier Olea, sin esperar a que se le baje la borrachera. Notablemente borracho se conduce docil ante las respuestas inducidas por MarÌn. Lamentable  https://t.co/sM2OPvItru"
['D036tTUX0AE55ca.jpg'],"Naucalpan edomex.???? Una mujer recibiÛ un disparo durante un asalto a bordo de una combi  los agresores huyeron.   Fue en la esquina de avenida Naucalpan y calle Allende, en la colonia Hidalgo @NoticiasImagen  https://t.co/UDo1XEpo4s"
['E_P8ay0XMA0PsHW.jpg'],"#QhuboTV | ≠BURRITO SABANERO SUELTO! Un burrito deambula por la CA-5, a la altura del kilÛmetro 25, esto podrÌa ocasionar un accidente vial en el sector del RÌo del Hombre.  https://t.co/T7NBNCeM8d"
"['Enn2MPCXUAI7CVE.jpg', 'Enn2M1tXIAEMTmr.jpg']","#ComunicadoDePrensa Este Comando rechaza categÛricamente el vil asesinato del Subteniete Carlos Arturo Becerra Castellanos, por integrantes de la estructura 'Jorge BriceÒo Su·rez' de la disidencia de las Farc. Rogamos al todopoderoso por su eterno descanso. #PazEnSuTumba  https://t.co/lwhDz6Tn9r"
['Eo0N5llXcAMXg4u.jpg'],Vinculan a sujeto por secuestro de mujer en #AcuÒa  https://t.co/Qi0pUBgHN4
"['E-H1cNkVcAM9lJs.jpg', 'E-H1cfBVkAEp_KX.jpg', 'E-H1bs7VUAIM1ti.jpg']","Siete policÌas del municipio de @SanPedroNL fueron detenidos por personal de la @FiscaliaNL por presuntamente participar en un secuestro de una persona, pedÌan un rescate de 2mdp Los policÌas entregaron a la vÌctima a un grupo armado   @MtyFollowMx @MAGS_SP @AsiEsMonterrey  https://t.co/ocxkgL6zDl"
"['E_NI-qdXsAIlS5-.jpg', 'E_NI-qeXoAcgsGT.jpg', 'E_NI-qfWQAIZND5.jpg']",En @centromemoria empezar· este ciclo de conversaciones urgentes frente a la urgencia de una paz completa y el riesgo de un nuevo ciclo de violencia en el paÌs. Les esperamos.  https://t.co/aBUcRRbVSS
['E_KyzHBXoAAyY3Y.jpg'],Cuando has leÌdo la prueba siete veces y no entiendes la letra del Brayan ni por quÈ pone que MartÌ asaltÛ el Moncada y que Maceo era Òanga  https://t.co/8t8hvJWUHX
['E_LA_sZXEAks1pm.png'],"#ÈltimaHora | Reportan un accidente de tr·nsito en el kilÛmetro 5 ´ de la carretera Troncal del Norte, donde una rastra perdiÛ el control, impactando contra una gasolinera.   Un hombre y una mujer que estaban en el lugar fallecieron en el percance.  https://t.co/z6EQxRKzdJ"
['E2zIBxjVcAA3BxS.jpg'],"Policias detuvieron a Aldo Daniel 'N', quien quiso huir despuÈs su intento fallido de robo a un empleado de una gasolinera en la colonia El Zalate El sujeto fue puesto a disposiciÛn del Ministerio P˙blico a prisiÛn preventiva durante un aÒo.  #ReporteCiudadanoNoticias.  https://t.co/UdTpIXqHSb"
['E_VD3L5XEAEnMCt.jpg'],Esta foto #EsUnaBurla con las vÌctimas del accidente que provocÛ Enrique Vives. Las chupas y lo que tiene en las manos y pies (desconozco el nombre) me las han puesto para hacerme un electrocardiograma. Es un examen que no dura m·s de 15 min. Pd: ®La biblia es para dar pesar?  https://t.co/n2n31tOHVl
['E_R53NLXEAQRze5.jpg'],"Paz no guerra, quiere Aldo Fasci ante avance de violencia en NL:  https://t.co/nTemera9BX  https://t.co/z1UVoqRm4R"
"['E_XrCelWYAQ2jwy.jpg', 'E_XrCMUXsAUqHyH.jpg', 'E_XrC1DWQAEaIn_.jpg', 'E_XrDy9XIAMznUy.jpg']","En la escuela de nuevo combeima, la #PatrullaEnCasa, realizÛ la difusiÛn de las lÌneas de atenciÛn para casos de violencia intrafamiliar y recomendaciones a las mujeres dÛnde se le brindan apoyo psicolÛgico y jurÌdico. #LÌnea155 #YoTeCuidoMujer  https://t.co/g0cQO9Ty3I"
['E_f_SXJXIAMAJHd.jpg'],MuriÛ policÌa en accidente de tr·nsito en la avenida Circunvalar de Barranquilla #VocesySonidos  https://t.co/851RBymal4  https://t.co/alIJLmw2OX
"['E4bP2TLXMAY_ZZU.jpg', 'E4bP2AZXwAkBRDN.jpg', 'E4bP1sPX0AIkobK.jpg']","Recientemente lo dejaron libre bajo fianza y ahora lo  capturan de nuevo a alias 'El LlorÛn',  el tipo que asaltÛ una abarraterÌa en la Zona 16...  Pero ®adivinen quÈ? al momento de su  captura,  le encuentran casi una docena de celulares.  https://t.co/K6t1Sk1EUN"
"['E_LcM4CXoAEbVvu.jpg', 'E_LcNR6XEAkTQVm.jpg']","3 Accidente tr·nsito con 2 vehÌculos y 1 motocicleta implicados. Paciente trasladado a ClÌnica Las Vegas.  4 Accidente tr·nsito, peatÛn arrollado por motocicleta en cra 4 x cl 70 Sur, cerca parque Sabaneta. Dos lesionados, peatÛn trasladado en ambulancia al h. Venancio Diaz.  https://t.co/JWJCICRlRu"
['E_BxXAsXMAEOkwZ.jpg'],Detienen hombre acusado de participar en homicidio de oficial del EjÈrcito -  https://t.co/Nu5jCtU1qX  https://t.co/tE6sivVAWq
['E_F9wCaWUAYnE4L.jpg'],Un accidente m·s en tramo Chacchoben-L·zaro C·rdenas   https://t.co/1UUtvAwNRs  https://t.co/X9uV4cHhSu
['E_WHSydX0AEKakN.jpg'],"??Mantente cubierto ante un robo, cotiza un seguro para tu caballo. ?? ????Contacta a un ejecutivo  https://t.co/aAGdM9VLXO #caballos #seguros  https://t.co/VjmBbo2ydU"
['E_SWlsuXMAEIUaM.jpg'],Se registra accidente vehicular debajo del distribuidor vial 'El Sarape' #Saltillo #Coahuila No se reportan lesionados  https://t.co/LW1bP6P68i
['E_a9w9ZXoAsRSAH.jpg'],"#ElLocoSoyYo El seÒor Vives se hace el Loco para evadir la resposabilidad por el Accidente AutomovilÌstico causado por su estado de Embriaguez, en la cual hay seis personas Muertas y otra Herida #ElLocoSoyYo  https://t.co/3KmNHZIw2G"
['E_F3zixVEAE3irL.jpg'],"#PrecauciÛnVial en #CDMX se registra cierre parcial de circulaciÛn por accidente, aproximadamente en el km 036+900 autopista (1670) MÈxico-Cuernavaca, direcciÛn CDMX. Atienda indicaciÛn vial  https://t.co/SOGo1lv9Ii"
['E_HgTj9X0AAD2s5.jpg'],#PereiraEnVivoNoticias Se registrÛ #Accidente en calle 21 con Cra 19 en Providencia  https://t.co/a6dEcEgscM
['E_Kq8XmVIAA7z6u.jpg'],"?? #ColaboraciÛn / Todos podemos atender al alguien que lo necesita, reducir el n˙mero de casos de suicidio y establecer entornos sanos para atravesar por los sinsabores de la vida de la mejor manera. Eso es corresponsabilidad. VÌa @elsolde_mexico ??  https://t.co/qMvuK6pdIy  https://t.co/xSY21j2AAB"
['E_fd5w3X0A8_3Tw.jpg'],El abuso no es sÌmbolo de amor. EnseÒemos a nuestras niÒas que la violencia no es sÌmbolo de amor.  #BuenosyFeministasdÌas ????????  ~CrÈditos de la imagen a quiÈn corresponda  https://t.co/w0eJEhlRRJ
['E9e2vS8XMAQY3yc.jpg'],Anoche | Violento robo a tienda de conveniencia ?A la Mano? al norte de la capital. Encargado y cliente fueron lesionados con un cuchillo. El primero con lesiÛn en el muslo derecho y el segundo en el pecho. Ambos fueron trasladados al Hospital General por ?CRUM?. Sin detenidos  https://t.co/UqTQxkRc1l
['E_WfxiTWUAEzEX9.jpg'],#Nacionales ? Manual de Cuidadores Comunitarios en PrevenciÛn del Suicidio disponible en p·gina web del Ministerio de Salud ??  https://t.co/NohrHjEWP8  #15Sep #FelizMiÈrcoles #PrevenciÛnDelSuicidio @Salud_Ec  https://t.co/F50mZR9uYQ
"['E_GxClTVQAEt7zT.jpg', 'E_GxCLtVgAE5Yoy.jpg', 'E_GxDJTVcAQl1wU.jpg']","DerrapÛ en su motocicleta   Un  menor de edad sufriÛ un accidente, al derrapar en su motocicleta en la Avenida Santa Rosa en #CdValles, paramÈdicos lo valoraron sin necesitar traslado.  https://t.co/8aQzdXMI8w"
['Ertz73MXEAEtNCI.jpg'],"Al medio dÌa de este jueves se registrÛ un asalto con violencia, en la colonia Eduardo Guerra de #TorreÛn, los delincuentes se llevaron 150 mil pesos  https://t.co/yv6Nfr811o"
"['E_Lnt1kXIBE43xC.jpg', 'E_LntWGXoAUSXyK.jpg', 'E_LntvLXMAUNNNC.jpg', 'E_LntkAXsAknnRN.jpg']",Tras el accidente de anoche empezaron a llegar los reportes de los abusos de autoridad acerca de el oficial de tr·nsito ya que aparentemente no es la primera vez que hace esto por lo que las personas denunciantes quieren saber que est· pasando con la PolicÌa Municipal. #Saltillo  https://t.co/ncPnq0lQJM
['EzxYQwdWYAc0gFM.jpg'],"GUERRA NARCO EN MêXICO ???? Los Chapitos se enfrentaron con el ejÈrcito mexicano en Caborca. Murieron un soldado y siete sicarios. El objeto de la lucha es la frontera con Arizona, el narcotr·fico y el tr·fico de personas este ˙ltimo, por cierto, trae ahora m·s dinero que cocaÌna.  https://t.co/qc6swpG6tT"
['E_IHvRaWYAQQEAV.jpg'],"El Protocolo para la prevenciÛn, atenciÛn y erradicaciÛn de violencia laboral, permite atender casos de acoso laboral, acoso sexual y hostigamiento sexual en el centro de trabajo.  ???? Conoce las definiciones del glosario:  https://t.co/cfKdYiYCfc  https://t.co/48k56AcvAx"
"['E_M52q-XEAAfkOs.jpg', 'E_M52OpXMAAV5uE.jpg']","Accidente de tr·nsito en Alta Verapaz ??  ColisiÛn frontal de 2 vehÌculos en el km233 ruta AV-9, jurisdicciÛn de Aldea Ucula.  #CruzRojaGT junto a CVB estabilizan a 4 personas heridas, 3 de ellas son trasladadas al Hospital Regional de Cob·n con m˙ltiples traumas.  https://t.co/TmOD9aG0Qg"
['E_Dw5ICXsAAV0Io.jpg'],Balleneros celebrando el asesinato de un decano  https://t.co/wyOAPXYqGB
['E_VLTAUVEAMomz7.jpg'],"@donkarlostorres @Las2Orillas Deje la bobada que ya todos sabemos quien es, antes del accidente ni idea quien era Enrrique Vives y eso que vivo en sta marta, ahora todos los medios hablan de el y su parentesco con Carlos Vives  https://t.co/o2JFDxkCjP"
"['E_L0NU7WQAIDo8C.jpg', 'E_L0LsRXoAMBXDE.jpg', 'E_L0L14XoActoNK.jpg', 'E_L0KaqWYAk5_V0.jpg']","#Ecatepec | Labores de inteligencia permiten la #DetenciÛn de un probable integrante de una organizaciÛn criminal dedicada al robo de vehÌculos de carga.  En la acciÛn, se asegurÛ un automÛvil aparentemente relacionado en al menos tres hechos delictivos del mismo tipo.  https://t.co/u1XTiBFkgk"
['E_QlXikVIAQu9WF.jpg'],"#PrecauciÛnVial en #SLP se registra accidente, aproximadamente en el km 051+800 carretera (2370) San Luis PotosÌ- Matehuala mismo tramo, direcciÛn San Luis PotosÌ. Atienda indicaciÛn vial  https://t.co/SgVhhO7kWQ"
['E_QPGLYWYAQHSBc.jpg'],#ENTêRATE A la c·rcel dos hombres seÒalados de secuestrar y abusar sexualmente de una menor de 13 aÒos de edad en MonterÌa.  Se trata de Ra˙l del Cristo MartÌnez Cabarcas y de Amaury JosÈ Lacharme Zambrano ambos imputados por la @FiscaliaCol por tan graves delitos.  https://t.co/fmAvzOEZ9B
['ElD-LaDVMAAwUji.jpg'],"Joao Maleck, de promesa del futbol a culpable por homicidio: En 2019 provocÛ un accidente que le costÛ la vida a una pareja de reciÈn casados en Guadalajara  https://t.co/ZxDItoLyC2 (vÌa ElUniversal)  https://t.co/a1KOluKMhE"
['E_KrOdTXEAE-szA.jpg'],"IDENTIFICAN A LAS 6 PERSONAS QUE FALLECIERON EN EL ACCIDENTE OCURRIDO EN GAIRA.  ComoˇˇCamila Romero, Leonir Romero, Juan Diego Alzate, Camila MartÌnez, Laura Valentina de Lima, y Rafaela Petic, fueron las vÌctimas del tragico accidente.  https://t.co/7pPvtnaP4R"
['E_StoNjX0AIMIAU.jpg'],"Hoy en #PreguntaYamid | Director de la @PoliciaBogota, brigadier general EliecÈr Camacho JimÈnez, habla sobre asalto a restaurantes.  #SeÒalEnVivo &gt;&gt;  https://t.co/Rf9tgoVnf5  https://t.co/6PYjsQaWIu"
['E_HL_4UX0AMLFfN.jpg'],#Noticiasdeautos: ®QuiÈn tiene la culpa en el polÈmico accidente entre Max Verstappen y Lewis Hamilton del GP de Italia?  https://t.co/HXDe3dDEXk  https://t.co/C0BzPdZfpI
"['E-z5A4WWYAQVroP.jpg', 'E-z5Dm-XEAIpKY2.jpg', 'E-z5CWxWQAAicN3.jpg']","Un presunto secuestrador, requerido por la justicia michoacana fue detenido por la PolicÌa Especializada de la zona Selva, en MedellÌn municipio de Palenque. Christian 'N', alias 'EL CHINO',  fue detenido por Secuestro Agravado, y fue trasladado vÌa aÈrea al Estado de Michoac·n.  https://t.co/wtdzbOCwP1"
"['E_BzI1BWYAA_jaq.jpg', 'E_BzH34XsAM738A.jpg', 'E_BzIWvXEAQhySn.jpg']","#EnDesarrollo Dos personas fallecidas y al menos 15 lesionados en accidente vial ocurrido en la carretera del Litoral, en el caserÌo Sube y Baja del cantÛn El Cipres, en Conchagua, #LaUniÛn. Un camiÛn en el que se transportaban jugadores se precipitÛ en una quebrada. ?? CortesÌa  https://t.co/lsOkCJy7mA"
['E_LWBkkWQAkJIgU.jpg'],"#SanSalvador // MOTOCICLISTA LESIONADO EN ACCIDENTE.  El hombre no identificado resultÛ lesionado en accidente de tr·nsito sobre el kilÛmetro 10nde la carretera Panamericana, a la altura de la Aduana San Bartolo. Fue llevado a un hospital por Comandos de Salvamento.  https://t.co/IXacSVuT2U"
['E_XqD9hXMAAmlbb.jpg'],"?Es un homicidio. Quien hace un aborto, asesina?, opina el Papa Francisco  https://t.co/RUekNXh1Y8  https://t.co/e76hynbPp4"
"['E_UrtniWEBU-hf8.jpg', 'E_UrtnmWYAQJ8x1.jpg', 'E_UrtnjWEAg9tWJ.jpg', 'E_UrtniWEAU4zNP.jpg']","#LaPazBO Un camiÛn de carga perdiÛ el control por la calle Sag·rnaga y destruyÛ varios postes de luz, la PolicÌa ya investiga las causas del accidente   Fotos: Javier Mamani / APG  https://t.co/X7BLMfIP8g"
